date,y_true,y_pred,fold,train_size,val_size,best_iter
2017-09-24,-0.046379279585121606,0.008547382,90,104,26,46
2017-10-01,0.03249016742445436,0.0072755213,91,104,26,29
2017-10-08,-0.06393930010695757,0.0060829604,92,104,26,6
2017-10-15,0.033510989083062076,0.0015815991,93,104,26,213
2017-10-22,0.0010293361691140592,0.0070501324,94,104,26,164
2017-10-29,-0.02500130220541727,0.009984613,95,104,26,400
2017-11-05,-0.017021687569430635,0.007982236,96,104,26,86
2017-11-12,0.03583101952692677,0.006405043,97,104,26,30
2017-11-19,-0.07634011593766275,0.005294279,98,104,26,184
2017-11-26,0.02754995176823065,0.007504943,99,104,26,38
2017-12-03,0.03629000140520043,0.008204295,100,104,26,90
2017-12-10,0.05008711651364896,0.008008742,101,104,26,3
2017-12-17,0.030439267106438957,0.007295184,102,104,26,22
2017-12-24,0.04352626504989093,0.0070179156,103,104,26,31
2017-12-31,0.0009254975209429712,0.0018758414,104,104,26,111
2018-01-07,-0.006496542570398315,0.0026958617,105,104,26,241
2018-01-14,-0.010294896726861973,0.0047836024,106,104,26,468
2018-01-21,-0.045221750203520795,0.0040969565,107,104,26,187
2018-01-28,0.023347363996991107,0.00307429,108,104,26,0
2018-02-04,0.10401345493262637,0.0013684204,109,104,26,116
2018-02-11,-0.021901882918382895,0.004732466,110,104,26,99
2018-02-18,-0.10447516810110194,0.004094883,111,104,26,53
2018-02-25,-0.040125744005777286,0.008441191,112,104,26,117
2018-03-04,0.019260605541815655,0.004525255,113,104,26,86
2018-03-11,0.034537226432361685,0.0036326267,114,104,26,56
2018-03-18,-0.0038872740884017677,0.0032679047,115,104,26,90
2018-03-25,-0.01966631720999592,0.004968806,116,104,26,32
2018-04-01,0.052236245895420794,0.0036232912,117,104,26,140
2018-04-08,0.03245532889397787,0.004589454,118,104,26,349
2018-04-15,0.01628995297926855,0.0031022218,119,104,26,63
2018-04-22,0.013375143662432462,0.0026513329,120,104,26,0
2018-04-29,0.03993586242859743,0.0020913568,121,104,26,0
2018-05-06,0.004246290881451224,0.0023970024,122,104,26,65
2018-05-13,-0.01623273576181908,0.0013248012,123,104,26,197
2018-05-20,-0.0043159324655685895,-0.00021837876,124,104,26,649
2018-05-27,0.011182912239745529,0.0022168183,125,104,26,73
2018-06-03,0.10004272287047888,0.0019523129,126,104,26,158
2018-06-10,-0.03785941104342239,0.0026741324,127,104,26,279
2018-06-17,-0.051124075333081186,0.00427574,128,104,26,208
2018-06-24,-0.0810302227428541,0.0023354266,129,104,26,107
2018-07-01,0.050099922051495493,0.0025543869,130,104,26,201
2018-07-08,0.01214238682572534,0.0023121857,131,104,26,301
2018-07-15,-0.023551023072403976,0.00221962,132,104,26,393
2018-07-22,-0.03046830662438493,0.0010201201,133,104,26,0
2018-07-29,0.10198813858390574,0.000728692,134,104,26,161
2018-08-05,-0.1352937146455792,-0.0012143624,135,104,26,0
2018-08-12,-0.09568654412942994,0.0010743801,136,104,26,33
2018-08-19,-0.005189425242225608,0.0004891716,137,104,26,2
2018-08-26,0.09426905529591449,0.0011070111,138,104,26,28
2018-09-02,0.015037877364540502,8.898645e-05,139,104,26,0
2018-09-09,-0.06752805998593724,-0.00014373015,140,104,26,0
2018-09-16,0.027560799578871416,-0.00018473905,141,104,26,16
2018-09-23,0.03341599691984402,-0.0011347856,142,104,26,105
2018-09-30,0.04228571149610438,-0.0012906357,143,104,26,71
2018-10-07,0.034501431717665745,1.8142418e-05,144,104,26,15
2018-10-14,0.0425596144187959,-0.0003107574,145,104,26,0
2018-10-21,-0.006688988150796652,-0.00041390106,146,104,26,0
2018-10-28,-0.009271031427932681,0.00020660549,147,104,26,0
2018-11-04,-0.032705152402551736,0.00086421316,148,104,26,66
2018-11-11,0.030161700416721282,0.0013556749,149,104,26,90
2018-11-18,0.057724184717840965,0.001279315,150,104,26,45
2018-11-25,-0.06882118292957203,0.0013459447,151,104,26,31
2018-12-02,0.06480672551091012,0.0012078797,152,104,26,0
2018-12-09,-0.17734602289574214,0.0018849759,153,104,26,0
2018-12-16,0.03677925150329649,0.0011567142,154,104,26,0
2018-12-23,-0.013047715392475632,0.001573744,155,104,26,55
2018-12-30,0.04224687008473772,0.002391314,156,104,26,0
2019-01-06,0.04139736852922409,0.0021435139,157,104,26,0
2019-01-13,0.036429271755401185,0.002569265,158,104,26,0
2019-01-20,0.028702257297334985,0.002224435,159,104,26,0
2019-01-27,0.04582160174115021,0.0020606827,160,104,26,0
2019-02-03,0.038626536071035215,0.002749535,161,104,26,6
2019-02-10,-0.03477296675504511,0.00093002216,162,104,26,0
2019-02-17,0.03774032798284711,0.00012019411,163,104,26,0
2019-02-24,0.0939624707054569,0.00091244286,164,104,26,5
2019-03-03,0.0815458048544511,0.0012113866,165,104,26,52
2019-03-10,-0.05953758079006618,0.0014702663,166,104,26,56
2019-03-17,-0.06965271974579891,0.00056315743,167,104,26,0
2019-03-24,-0.044837589853608736,0.00082816515,168,104,26,6
2019-03-31,0.16904345639380536,0.001180039,169,104,26,180
2019-04-07,-0.04340183412490063,0.0011379401,170,104,26,0
2019-04-14,0.036507416342463135,0.0016174406,171,104,26,70
2019-04-21,-0.019048194970694474,0.0017627123,172,104,26,0
2019-04-28,0.02469261259037163,0.0020712833,173,104,26,2
2019-05-05,-0.00879402652257323,0.0021945862,174,104,26,15
2019-05-12,0.06886668055991176,0.001707772,175,104,26,0
2019-05-19,0.2580967680922741,0.0019476821,176,104,26,0
2019-05-26,-0.1832318891281,0.0025142573,177,104,26,70
2019-06-02,0.04226357789028097,0.0024708763,178,104,26,0
2019-06-09,0.0073069218630320825,0.004029989,179,104,26,47
2019-06-16,-0.01361277565376556,0.0016984809,180,104,26,47
2019-06-23,-0.018622512098001684,0.0027306273,181,104,26,0
2019-06-30,-0.015697209997307515,0.0018119919,182,104,26,131
2019-07-07,-0.04405507490757664,0.0017496339,183,104,26,0
2019-07-14,0.05166380726711152,0.0020467122,184,104,26,83
2019-07-21,-0.013627902379336298,0.002415112,185,104,26,331
2019-07-28,0.03399302206220761,0.0023677489,186,104,26,0
2019-08-04,0.004235051327211566,0.0027849732,187,104,26,64
2019-08-11,0.024525100848050856,0.0023971146,188,104,26,0
2019-08-18,-0.01820596449657241,0.0025246714,189,104,26,387
2019-08-25,0.0005247966533458746,0.002970435,190,104,26,64
2019-09-01,0.014583591799092216,0.0033482865,191,104,26,295
2019-09-08,0.0400357496265519,0.0032697374,192,104,26,17
2019-09-15,0.0760222554140345,0.0027991787,193,104,26,359
2019-09-22,-0.06466130338341264,0.0038485143,194,104,26,5
2019-09-29,0.05308442020836772,0.003691156,195,104,26,12
2019-10-06,0.013416810097052307,0.005613434,196,104,26,37
2019-10-13,-0.005529968009461198,0.0050571403,197,104,26,0
2019-10-20,-0.08785192507643891,0.0050370297,198,104,26,2
2019-10-27,0.015519710749858133,0.0051059173,199,104,26,17
2019-11-03,-0.02413390133642986,0.0045421435,200,104,26,61
2019-11-10,-0.029436672295129755,0.0045451913,201,104,26,141
2019-11-17,0.004705891037412935,0.004566951,202,104,26,0
2019-11-24,-0.19650619178591108,0.0071691824,203,104,26,84
2019-12-01,0.14896720075436193,0.005914454,204,104,26,8
2019-12-08,0.0016397926604153686,0.005280678,205,104,26,164
2019-12-15,0.015714222032736442,0.006676358,206,104,26,24
2019-12-22,-0.020641688887343485,0.005862125,207,104,26,24
2019-12-29,0.046120774188328134,0.006074053,208,104,26,0
2020-01-05,0.0585259851595137,0.005861396,209,104,26,54
2020-01-12,0.14428649737111254,0.0054510715,210,104,26,34
2020-01-19,-0.03838238257954243,0.006013501,211,104,26,84
2020-01-26,0.004436564508687745,0.004792667,212,104,26,349
2020-02-02,0.022325287047835936,0.005195752,213,104,26,35
2020-02-09,-0.013510774270155103,0.0048006815,214,104,26,0
2020-02-16,0.07030837266328806,0.0054358654,215,104,26,20
2020-02-23,-0.07118633584523272,0.004439591,216,104,26,43
2020-03-01,-0.03258489579093458,0.0045997435,217,104,26,187
2020-03-08,0.023319442345144423,0.0043828087,218,104,26,68
2020-03-15,0.008386718767101377,0.0053277058,219,104,26,202
2020-03-22,-0.050021691418678654,0.0073149977,220,104,26,89
2020-03-29,-0.028593464263672326,0.007139209,221,104,26,0
2020-04-05,-0.008596041469797908,0.007485944,222,104,26,96
2020-04-12,0.013813032197280991,0.008081039,223,104,26,51
2020-04-19,0.04214562145076353,0.0077056456,224,104,26,0
2020-04-26,0.02861169689889529,0.006851018,225,104,26,67
2020-05-03,0.2433004224115874,0.0072406433,226,104,26,3
2020-05-10,-0.07682283368652684,0.0071722567,227,104,26,0
2020-05-17,-0.01352387253332543,0.006436566,228,104,26,7
2020-05-24,0.017991489793041476,0.0070173065,229,104,26,118
2020-05-31,-0.02749184625690654,0.0054840553,230,104,26,175
2020-06-07,0.07713072679385523,0.0066443863,231,104,26,106
2020-06-14,0.03610249767588382,0.0057871803,232,104,26,0
2020-06-21,0.00983892585029318,0.006071915,233,104,26,146
2020-06-28,-0.03679287273763351,0.006541746,234,104,26,325
2020-07-05,0.11063554491994698,0.0062004193,235,104,26,73
2020-07-12,-0.00031362709995205827,0.00633543,236,104,26,134
2020-07-19,-0.002198148160961525,0.008866368,237,104,26,284
2020-07-26,-0.019362610945616084,0.008266965,238,104,26,200
2020-08-02,0.02093320966646572,0.0075368434,239,104,26,6
2020-08-09,-0.10167060302268059,0.0084374035,240,104,26,209
2020-08-16,-0.012587578790267178,0.0066089146,241,104,26,32
2020-08-23,-0.09246412809493608,0.0084345,242,104,26,96
2020-08-30,0.02928522647340434,0.008224958,243,104,26,5
2020-09-06,0.0603600132151115,0.0075338595,244,104,26,14
2020-09-13,-0.058113662588737264,0.007514408,245,104,26,178
2020-09-20,0.02656982866602793,0.0077399863,246,104,26,114
2020-09-27,0.012305620356766332,0.006968603,247,104,26,151
2020-10-04,0.030117422464157217,0.007157849,248,104,26,88
2020-10-11,0.016271780167736626,0.0066699567,249,104,26,22
2020-10-18,-0.051076429529650615,0.0061519654,250,104,26,153
2020-10-25,0.06336327352230121,0.0064364923,251,104,26,0
2020-11-01,-0.04652001563489282,0.0061940234,252,104,26,100
2020-11-08,0.002129926257824849,0.008448424,253,104,26,87
2020-11-15,0.01443432911795109,0.008266064,254,104,26,15
2020-11-22,0.0034891870709537133,0.007955069,255,104,26,0
2020-11-29,-0.015090653104600534,0.008020536,256,104,26,0
2020-12-06,-0.14634295575872291,0.006892597,257,104,26,10
2020-12-13,0.0004092490337454726,0.007899917,258,104,26,0
2020-12-20,-0.0073922307874905255,0.008738633,259,104,26,7
2020-12-27,0.048672385475461474,0.009612375,260,104,26,7
2021-01-03,0.08681504833483225,0.008776868,261,104,26,0
2021-01-10,0.010741241831412616,0.009723917,262,104,26,1
2021-01-17,0.018349138668196617,0.009947353,263,104,26,0
2021-01-24,-0.0063135951568523245,0.010096106,264,104,26,9
2021-01-31,-0.014174581760093681,0.008910275,265,104,26,10
2021-02-07,0.011355693353673445,0.01055453,266,104,26,0
2021-02-14,-0.06562120535847293,0.010496991,267,104,26,0
2021-02-21,0.036623290250454583,0.0104258545,268,104,26,0
2021-02-28,0.027938779969292237,0.008798769,269,104,26,24
2021-03-07,0.004229826539100327,0.008729011,270,104,26,24
2021-03-14,0.04873991417570271,0.010024939,271,104,26,11
2021-03-21,0.049029427240318606,0.0096296035,272,104,26,87
2021-03-28,0.08584110184143923,0.009201823,273,104,26,18
2021-04-04,0.059659836406336,0.008819139,274,104,26,0
2021-04-11,-0.06936722253408784,0.008776984,275,104,26,0
2021-04-18,0.0026568281310853504,0.008524217,276,104,26,11
2021-04-25,0.05338426715687083,0.008097415,277,104,26,0
2021-05-02,0.0052961796269593705,0.008795821,278,104,26,0
2021-05-09,0.049359259653865055,0.008662987,279,104,26,0
2021-05-16,0.10966455039707104,0.008435267,280,104,26,33
2021-05-23,0.016929630770320586,0.007227004,281,104,26,243
2021-05-30,0.129501366436025,0.0086724935,282,104,26,10
2021-06-06,0.12010179820387497,0.008090794,283,104,26,40
2021-06-13,-0.01907264856388916,0.008168239,284,104,26,88
2021-06-20,-0.12801853955041018,0.008058323,285,104,26,14
2021-06-27,-0.051160395191395154,0.00782153,286,104,26,0
2021-07-04,-0.05907543482960538,0.0072833993,287,104,26,217
2021-07-11,-0.037586710517142734,0.008264216,288,104,26,184
2021-07-18,-0.039562318212358116,0.0087488,289,104,26,706
2021-07-25,-0.04490179459993839,0.007986026,290,104,26,47
2021-08-01,0.05324254812255783,0.0074119237,291,104,26,8
2021-08-08,0.0519852271089769,0.0070499633,292,104,26,0
2021-08-15,0.024780028998486865,0.00845085,293,104,26,306
2021-08-22,-0.06053721304927979,0.008718665,294,104,26,518
2021-08-29,0.046452473167540684,0.0070817177,295,104,26,208
2021-09-05,0.03370452675139125,0.0054328567,296,104,26,0
2021-09-12,-0.04703171115456866,0.006163688,297,104,26,29
2021-09-19,0.030670014204474294,0.007184396,298,104,26,0
2021-09-26,-0.27444907430323634,0.008086964,299,104,26,0
2021-10-03,0.02773768420188568,0.007519417,300,104,26,109
2021-10-10,-0.028043447848970497,0.007853617,301,104,26,282
2021-10-17,-0.019765930721800776,0.007115382,302,104,26,213
2021-10-24,-0.03459015319629556,0.0075743725,303,104,26,6
2021-10-31,-0.00745425587466168,0.008060406,304,104,26,105
2021-11-07,0.01837279722786464,0.007921805,305,104,26,18
2021-11-14,-0.05481273491042815,0.007692388,306,104,26,4
2021-11-21,0.06213178110700618,0.0064107347,307,104,26,94
2021-11-28,-0.0022218704585768305,0.008189785,308,104,26,0
2021-12-05,0.0669783450144214,0.0090406295,309,104,26,283
2021-12-12,0.03761924861517378,0.010113176,310,104,26,0
2021-12-19,-0.032875687986115766,0.010028393,311,104,26,105
2021-12-26,0.08256494903249499,0.009140831,312,104,26,184
2022-01-02,0.08054534653810216,0.008569116,313,104,26,116
2022-01-09,0.02186965888996732,0.008468523,314,104,26,35
2022-01-16,-0.03324059631694698,0.0069642817,315,104,26,189
2022-01-23,-0.06103766771806072,0.005998886,316,104,26,628
2022-01-30,-0.06443047727165659,0.0063135535,317,104,26,308
2022-02-06,0.015153971194283864,0.0027639007,318,104,26,975
2022-02-13,0.038958738737950624,0.0075550135,319,104,26,147
2022-02-20,0.010317767339421911,0.0060707647,320,104,26,231
2022-02-27,-0.004874095758245295,0.006460864,321,104,26,414
2022-03-06,0.058258664898588795,0.0075251115,322,104,26,0
2022-03-13,0.02353645278655892,0.0071926154,323,104,26,105
2022-03-20,0.005985055272252002,0.008685168,324,104,26,620
2022-03-27,0.02746616990911637,0.00723711,325,104,26,49
2022-04-03,0.03960209254202271,0.0022241718,326,104,26,113
2022-04-10,0.03854085482387826,0.0019836335,327,104,26,250
2022-04-17,-0.0038103822859122186,0.0010963503,328,104,26,210
2022-04-24,0.01890836001808464,0.004624208,329,104,26,0
2022-05-01,0.005055511371913435,0.004142382,330,104,26,1
2022-05-08,-0.005937345644226037,0.0035622383,331,104,26,154
2022-05-15,-0.03798636279377182,0.0036176527,332,104,26,83
2022-05-22,0.0291249844715718,0.0034198766,333,104,26,63
2022-05-29,-0.0008904720089744386,0.006142409,334,104,26,154
2022-06-05,0.009089963930838411,0.0035793022,335,104,26,315
2022-06-12,-0.004202151489243477,0.004839616,336,104,26,586
2022-06-19,-0.013387080782459296,0.005677885,337,104,26,890
2022-06-26,-0.019277158909874578,0.006618764,338,104,26,914
2022-07-03,-0.04328667349698215,0.008045444,339,104,26,363
2022-07-10,0.04534546411323825,0.006506733,340,104,26,0
2022-07-17,-0.005959220019087257,0.0041453745,341,104,26,227
2022-07-24,-0.012491487894029141,0.0054611997,342,104,26,240
2022-07-31,0.01662088123604028,0.0051885233,343,104,26,520
2022-08-07,0.07813895247137607,0.0036520218,344,104,26,121
2022-08-14,0.0627769662758477,0.0045072604,345,104,26,42
2022-08-21,-0.023539966344986406,0.004741388,346,104,26,135
2022-08-28,0.06196497625357948,0.0043531405,347,104,26,130
2022-09-04,-0.06768161084996245,0.004181492,348,104,26,204
2022-09-11,-0.0057495024912611005,0.005157213,349,104,26,3
2022-09-18,-0.023545206861752502,0.005295382,350,104,26,16
2022-09-25,-0.032136441551788256,0.002720763,351,104,26,414
2022-10-02,-0.02848818026464651,0.004608143,352,104,26,282
2022-10-09,0.02127739844728488,0.0020186477,353,104,26,656
2022-10-16,-0.05522529899090353,0.0058588036,354,104,26,190
2022-10-23,-0.053552354480680915,0.0047214925,355,104,26,566
2022-10-30,-0.023251109268403274,0.0044930936,356,104,26,609
2022-11-06,0.021538151551131663,0.0031977529,357,104,26,728
2022-11-13,0.02801438936461753,0.0054631913,358,104,26,97
2022-11-20,-0.11549344633604726,0.0068071526,359,104,26,678
2022-11-27,-0.0431525170431923,0.004927488,360,104,26,0
2022-12-04,0.1160759944746215,0.00518327,361,104,26,0
2022-12-11,0.0037207037838376273,0.0047294777,362,104,26,43
2022-12-18,-0.03707397225751721,0.005071869,363,104,26,460
2022-12-25,0.03161219105338642,0.0039494527,364,104,26,44
2023-01-01,0.01752049752425812,0.0064803194,365,104,26,677
2023-01-08,-0.0031851062085773,0.0042924816,366,104,26,985
2023-01-15,0.0857836297513073,0.003212101,367,104,26,88
2023-01-22,-0.025317807984289897,0.0038299973,368,104,26,467
2023-01-29,0.02170769576019012,0.0038075487,369,104,26,423
2023-02-05,0.007207238404949167,0.0042939424,370,104,26,916
2023-02-12,-0.01674626145170814,0.0067545697,371,104,26,692
2023-02-19,0.005462007206876641,0.007147745,372,104,26,603
2023-02-26,-0.0006811216065346586,0.004654627,373,104,26,587
2023-03-05,0.07459453492180754,0.004119871,374,104,26,1321
2023-03-12,0.14294625046635673,0.0041226847,375,104,26,361
2023-03-19,0.05751363019581471,0.005561609,376,104,26,97
2023-03-26,0.07251721546911771,0.0052346974,377,104,26,21
2023-04-02,0.24908365881144012,0.004794703,378,104,26,2
2023-04-09,-0.013218547099255669,0.0042642006,379,104,26,1
2023-04-16,0.03682466085541335,0.004278014,380,104,26,15
2023-04-23,-0.046758517379703955,0.0042724386,381,104,26,0
2023-04-30,-0.08588335840307823,0.0031482498,382,104,26,0
2023-05-07,-0.11501490394338436,0.0033719894,383,104,26,0
2023-05-14,-0.016724908625933885,0.0035416728,384,104,26,0
2023-05-21,-0.01668577136507442,0.0036891846,385,104,26,0
2023-05-28,0.017639969910756323,0.0026104522,386,104,26,0
2023-06-04,0.07160694770420571,0.002275295,387,104,26,0
2023-06-11,0.051478243249717684,0.0049195457,388,104,26,6
2023-06-18,0.014511207615208079,0.0049331067,389,104,26,18
2023-06-25,-0.015917677607960055,0.005056618,390,104,26,69
2023-07-02,-0.08653807080926533,0.0045128474,391,104,26,33
2023-07-09,-0.01999601616034662,0.0037146597,392,104,26,0
2023-07-16,0.00031308704075425493,0.0035807525,393,104,26,0
2023-07-23,0.00561886916107725,0.004229161,394,104,26,0
2023-07-30,-0.02171262138035954,0.0039877133,395,104,26,2
2023-08-06,0.0050769583903941444,0.0044551054,396,104,26,6
2023-08-13,-0.04897217155310346,0.0043413825,397,104,26,40
2023-08-20,-0.021332798574719355,0.0047670407,398,104,26,3
2023-08-27,-0.017641975071793686,0.0044421316,399,104,26,1
2023-09-03,-0.0736694193708533,0.0042466936,400,104,26,0
2023-09-10,0.022257885657674874,0.0047957613,401,104,26,18
2023-09-17,0.04517126385309383,0.0057459455,402,104,26,111
2023-09-24,-0.04480749520593945,0.0067027956,403,104,26,446
2023-10-01,0.05311923136862586,0.005436039,404,104,26,385
2023-10-08,0.016079716961472788,0.007849406,405,104,26,123
2023-10-15,0.016493137246011445,0.010076003,406,104,26,868
2023-10-22,-0.01785160238954775,0.009186121,407,104,26,213
2023-10-29,-0.015411263920525,0.0075889146,408,104,26,45
2023-11-05,-0.022335599604232804,0.0069755595,409,104,26,69
2023-11-12,-0.03757745490133558,0.004982888,410,104,26,17
2023-11-19,-0.09547508896723492,0.003836941,411,104,26,9
2023-11-26,-0.07750946805182687,0.0034039945,412,104,26,40
2023-12-03,0.048676062795424024,0.0014567487,413,104,26,701
2023-12-10,0.019924660367293318,0.0017378832,414,104,26,118
2023-12-17,-0.05669195408158497,0.0030171778,415,104,26,81
2023-12-24,-0.022859382232403434,0.00383972,416,104,26,15
2023-12-31,0.012039107870695334,0.0043595536,417,104,26,0
2024-01-07,0.019179555703876257,0.0037867888,418,104,26,277
2024-01-14,0.013357561057035902,0.0043418696,419,104,26,155
2024-01-21,-0.01720700977974291,0.0046446463,420,104,26,218
2024-01-28,-0.03666131710864333,0.005056473,421,104,26,50
2024-02-04,0.0013327412012658945,0.0044131014,422,104,26,22
2024-02-11,-0.07463743868587312,0.00396206,423,104,26,74
2024-02-18,-0.04001509699728277,0.0032529044,424,104,26,11
2024-02-25,0.00966191091173689,0.0036298698,425,104,26,12
2024-03-03,0.07548065596569407,0.0031120174,426,104,26,111
2024-03-10,0.006153865574378066,0.0021455085,427,104,26,25
2024-03-17,-0.022984234027355045,0.0027279833,428,104,26,532
2024-03-24,-0.028297101427171182,0.0027868166,429,104,26,0
2024-03-31,0.05626774651176155,0.004994909,430,104,26,0
2024-04-07,0.07027323317570153,0.005261685,431,104,26,44
2024-04-14,0.05514256767421039,0.005663223,432,104,26,0
2024-04-21,-0.05009736042001444,0.0060118684,433,104,26,0
2024-04-28,-0.025054389074127298,0.006172816,434,104,26,0
2024-05-05,0.0334069120535657,0.0060963063,435,104,26,0
2024-05-12,0.01895010363188469,0.0057048793,436,104,26,0
2024-05-19,-0.018742181809740525,0.005870603,437,104,26,0
2024-05-26,-0.0597544184326687,0.004355152,438,104,26,0
2024-06-02,0.07563595260301659,0.003684348,439,104,26,0
2024-06-09,-0.0030740878804218614,0.0034552496,440,104,26,86
2024-06-16,-0.011560822401076084,0.0032851093,441,104,26,0
2024-06-23,-0.04003499808165722,0.0030561069,442,104,26,0
2024-06-30,0.02391743306058872,0.0020424114,443,104,26,19
2024-07-07,0.02726779410904727,0.0013836975,444,104,26,18
2024-07-14,0.019117930247862295,0.0013578311,445,104,26,38
2024-07-21,0.004422117759005382,0.0016440513,446,104,26,104
2024-07-28,0.006198160400749845,0.002227339,447,104,26,0
2024-08-04,0.041579132574715565,0.00249435,448,104,26,0
