date,y_true,y_pred,fold,train_size,val_size,best_iter
2024-08-11,0.02604412159254921,0.0023288282,449,104,26,53
2024-08-18,-0.02757492939244357,0.0012691828,450,104,26,0
2024-08-25,-0.014855100990924072,0.0007852129,451,104,26,0
2024-09-01,0.09645803212231167,0.0008709243,452,104,26,74
2024-09-08,0.0014109349783349007,0.0010905783,453,104,26,0
2024-09-15,0.038549410631707456,0.000923438,454,104,26,0
2024-09-22,-0.010398116357827832,0.0006448871,455,104,26,0
2024-09-29,0.015303818490834167,0.0001087018,456,104,26,57
2024-10-06,-0.05052977969719253,0.00026894847,457,104,26,0
2024-10-13,-0.04408877298464935,0.0005099683,458,104,26,114
2024-10-20,-0.024980170161842136,0.0011409228,459,104,26,14
2024-10-27,0.03200422861562466,0.00047740623,460,104,26,22
2024-11-03,0.025280968108804522,0.0002485581,461,104,26,54
2024-11-10,0.029377444429059613,0.0005819496,462,104,26,32
2024-11-17,-0.009462134728118209,0.0011136641,463,104,26,0
2024-11-24,-0.021892838435275723,0.00065340294,464,104,26,0
2024-12-01,-0.006137203378733757,8.740347e-05,465,104,26,130
2024-12-08,0.03731776300719528,0.0008707327,466,104,26,78
2024-12-15,-0.021688234391640682,0.0011226083,467,104,26,180
2024-12-22,-0.004645354074533602,0.0007556757,468,104,26,0
2024-12-29,-0.00917520154409873,0.0005560811,469,104,26,0
2025-01-05,0.01042799812853549,0.0012449862,470,104,26,33
2025-01-12,0.023684387395795203,0.0011106939,471,104,26,73
2025-01-19,-0.017799394931939508,0.0014184472,472,104,26,71
2025-01-26,-0.007137789048292406,0.0012683845,473,104,26,31
2025-02-02,0.010333247119733203,0.0017441327,474,104,26,92
2025-02-09,0.017046366546421044,0.0012589195,475,104,26,63
2025-02-16,0.021887991429033724,0.0007057147,476,104,26,53
2025-02-23,0.010851242454374702,0.00071418507,477,104,26,112
2025-03-02,0.025309376245538858,-0.00015020005,478,104,26,0
2025-03-09,-0.0008224361019546789,0.0014996594,479,104,26,9
2025-03-16,-0.015254814143281776,0.0014852784,480,104,26,51
2025-03-23,0.006993035490970604,0.002340981,481,104,26,119
2025-03-30,-0.03391871596366427,0.0023272866,482,104,26,74
2025-04-06,-0.048532730778899635,0.002724079,483,104,26,48
2025-04-13,0.0009004953332501659,0.002109755,484,104,26,119
2025-04-20,0.0032350854958060095,0.0021804397,485,104,26,60
2025-04-27,0.045426486118957735,0.0025581487,486,104,26,132
2025-05-04,0.04148021406022846,0.003070128,487,104,26,56
2025-05-11,0.028221139818575495,0.002914852,488,104,26,0
2025-05-18,-0.07623844923800221,0.002995836,489,104,26,0
2025-05-25,0.04637094750655942,0.004015368,490,104,26,6
2025-06-01,0.01146801559164129,0.004219788,491,104,26,0
2025-06-08,-0.03312109341163614,0.0030446611,492,104,26,0
2025-06-15,0.03977750243587618,0.0033129172,493,104,26,72
2025-06-22,-0.00502880449826672,0.0035156496,494,104,26,0
2025-06-29,-0.004400626448111887,0.0031670192,495,104,26,28
2025-07-06,0.013788846908294888,0.00291033,496,104,26,21
2025-07-13,0.09754854453884503,0.0030802756,497,104,26,7
2025-07-20,0.020825047599952826,0.002444117,498,104,26,0
2025-07-27,0.01336386109932317,0.0025164096,499,104,26,0
2025-08-03,-0.13609686920003763,0.0022390492,500,104,26,0
2025-08-10,0.0901483071232034,0.0022253916,501,104,26,50
2025-08-17,-0.17258059897181605,0.002594036,502,104,26,0
2025-08-24,0.009443931679732284,0.0027049168,503,104,26,17
2025-08-31,0.03841701610379179,0.0028628663,504,104,26,0
2025-09-07,-0.029406385046915003,0.0023889705,505,104,26,0
2025-09-14,-0.08944506035192679,0.0010065794,506,104,26,0
2025-09-21,0.06145652709376885,0.00030688275,507,104,26,0
2025-09-28,-0.03336949526515163,-0.00032315744,508,104,26,0
2025-10-05,-0.10531975672651991,-0.003044334,509,104,26,0
2025-10-12,0.0679461993327835,-0.0033838935,510,104,26,0
2025-10-19,-0.05901938006126391,-0.0037293183,511,104,26,0
2025-10-26,0.11510884671230733,-0.0032486105,512,104,26,0
