date,y_true,y_pred,fold,train_size,log_likelihood,aic,bic,r2_train
2020-06-21,0.00983892585029318,-0.018241953473491678,233,104,149.111,-248.222,-182.1122,0.2026
2020-06-28,-0.03679287273763351,-0.022615382854910996,234,104,149.1565,-248.3129,-182.2032,0.2018
2020-07-05,0.11063554491994698,0.003506272391362251,235,104,148.9525,-247.905,-181.7952,0.2018
2020-07-12,-0.00031362709995205827,-0.030844220515909637,236,104,149.092,-248.184,-182.0742,0.2087
2020-07-19,-0.002198148160961525,0.014929665006647969,237,104,147.3738,-244.7476,-178.6378,0.2154
2020-07-26,-0.019362610945616084,0.03116782023898968,238,104,148.3248,-246.6495,-180.5397,0.2285
2020-08-02,0.02093320966646572,0.052662998912273794,239,104,148.418,-246.836,-180.7262,0.2295
2020-08-09,-0.10167060302268059,0.02658628938891801,240,104,148.8436,-247.6871,-181.5774,0.2201
2020-08-16,-0.012587578790267178,0.05448497372410101,241,104,148.9044,-247.8089,-181.6991,0.2203
2020-08-23,-0.09246412809493608,0.0165943132887677,242,104,149.7226,-249.4451,-183.3354,0.2173
2020-08-30,0.02928522647340434,0.049424565088407084,243,104,149.8985,-249.7971,-183.6873,0.227
2020-09-06,0.0603600132151115,0.025549042280443447,244,104,149.8854,-249.7708,-183.661,0.2294
2020-09-13,-0.058113662588737264,-0.011849672305172825,245,104,149.8513,-249.7025,-183.5927,0.2281
2020-09-20,0.02656982866602793,0.013550489259908429,246,104,149.6989,-249.3978,-183.288,0.2256
2020-09-27,0.012305620356766332,0.038033366082551645,247,104,149.3896,-248.7792,-182.6694,0.2255
2020-10-04,0.030117422464157217,0.0019792734435772515,248,104,149.0996,-248.1991,-182.0893,0.2197
2020-10-11,0.016271780167736626,0.005854640496046935,249,104,149.1235,-248.2471,-182.1373,0.2193
2020-10-18,-0.051076429529650615,-0.033910011538338114,250,104,149.1451,-248.2902,-182.1804,0.2195
2020-10-25,0.06336327352230121,0.014089472207760158,251,104,149.0995,-248.199,-182.0893,0.221
2020-11-01,-0.04652001563489282,-0.017483606961866068,252,104,148.8368,-247.6736,-181.5638,0.216
2020-11-08,0.002129926257824849,0.06758329026156316,253,104,146.0174,-242.0348,-175.925,0.2644
2020-11-15,0.01443432911795109,0.07080625713669536,254,104,145.7631,-241.5261,-175.4164,0.2706
2020-11-22,0.0034891870709537133,0.021896642470941714,255,104,146.215,-242.43,-176.3203,0.2773
2020-11-29,-0.015090653104600534,0.06540123744083007,256,104,146.5342,-243.0683,-176.9585,0.2819
2020-12-06,-0.14634295575872291,0.05671866458052348,257,104,146.9208,-243.8416,-177.7318,0.2767
2020-12-13,0.0004092490337454726,0.06739773739600986,258,104,146.7749,-243.5499,-177.4401,0.2787
2020-12-20,-0.0073922307874905255,0.023351730714610854,259,104,146.7755,-243.551,-177.4412,0.2747
2020-12-27,0.048672385475461474,0.02760415668113703,260,104,147.2222,-244.4444,-178.3346,0.269
2021-01-03,0.08681504833483225,0.054792796727245255,261,104,147.3848,-244.7696,-178.6598,0.272
2021-01-10,0.010741241831412616,-0.0020086785799667767,262,104,146.5065,-243.013,-176.9032,0.2747
2021-01-17,0.018349138668196617,0.05236214176070308,263,104,146.5463,-243.0926,-176.9829,0.2738
2021-01-24,-0.0063135951568523245,0.03052351995317478,264,104,146.8696,-243.7391,-177.6294,0.2761
2021-01-31,-0.014174581760093681,-0.06526496107693552,265,104,147.9166,-245.8333,-179.7235,0.2795
2021-02-07,0.011355693353673445,0.05374436303662242,266,104,149.0275,-248.055,-181.9453,0.2633
2021-02-14,-0.06562120535847293,0.048492921603984135,267,104,152.213,-254.426,-188.3163,0.309
2021-02-21,0.036623290250454583,0.05722036204556147,268,104,151.5258,-253.0515,-186.9417,0.3003
2021-02-28,0.027938779969292237,0.03160880707382814,269,104,152.142,-254.2839,-188.1742,0.3132
